ID	ALIGNMENT	COGID	CONCEPT	COUNTERPART	DOCULECT	GLOSA 1 PORT	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	IPA	MODIFIED	PET	PWT	TOKENS
1302	tj ɨ̃ pʔ e ( - - )	119	green	-	*PT	-	-	-	-	-	*tjɨ̃pʔe	TRUE	-	-	t j ɨ̃ pʔ e
1303	- ɨ c a ( - )	120	cold	ɨca, jɨcɨ	BAS	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ɨca	FALSE	PET	PWT	ɨ c a
1304	j ɨ s a ( - )	120	cold	jɨsa	DES	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨsa	FALSE	PET	PWT	j ɨ s a
1305	s ɨ s ɨ ( - )	120	cold	sɨsɨ	KOR	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sɨsɨ	FALSE	PET	PWT	s ɨ s ɨ
1306	h ɨ h ɨ ( - )	120	cold	hɨhɨ	KUB	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hɨhɨ	FALSE	PET	PWT	h ɨ h ɨ
1307	j ɨ s ɨ ( a )	120	cold	jɨsɨa	KUE	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨsɨa	FALSE	PET	PWT	j ɨ s ɨ a
1308	s ɨ s ɨ ( - )	120	cold	sɨsɨ	MAI	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sɨsɨ	FALSE	PET	PWT	s ɨ s ɨ
1309	s ɨ s ɨ ( - )	120	cold	sɨsɨ	SEK	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sɨsɨ	FALSE	PET	PWT	s ɨ s ɨ
1310	- s ɨ s ɨ -	120	cold	sɨsɨ	SIO	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sɨsɨ	FALSE	PET	PWT	s ɨ s ɨ
1311	h i ʔh i ( a )	120	cold	hiʔhia	TAN	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hiʔhia	FALSE	PET	PWT	h i ʔh i a
1312	j ɨ s ɨ ( a )	120	cold	jɨsɨa	TUK	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨsɨa	FALSE	PET	PWT	j ɨ s ɨ a
1313	j ɨ s ɨ ( a )	120	cold	jɨsɨa	TUY	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨsɨa	FALSE	PET	PWT	j ɨ s ɨ a
1314	j ɨ s ɨ ( - )	120	cold	jɨsɨ	WAN	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨsɨ	FALSE	PET	PWT	j ɨ s ɨ
1315	ts e s ɨ ( - )	120	cold	tsesɨ, tsitsi	YUP	frio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tsesɨ	TRUE	PET	PWT	ts e s ɨ
1316	tj ɨ s i ( - )	120	cold	-	*PT	-	-	-	-	-	*tjɨsi	FALSE	-	-	t j ɨ s i
1317	j u k ɨ ( - - )	121	tree	jukɨ	BAS	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jukɨ	FALSE	PET	PWT	j u k ɨ
1318	j u k ɨ ( - - )	121	tree	jukɨ	DES	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jukɨ	FALSE	PET	PWT	j u k ɨ
1319	j u k ɨ ( - - )	121	tree	jukɨ	KAR	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jukɨ	FALSE	PET	PWT	j u k ɨ
1320	s ũ k i ( j̃ ɨ )	121	tree	sũkij̃ɨ	KOR	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sũkij̃ɨ	FALSE	PET	PWT	s ũ k i j̃ ɨ
1321	h o k ɨ ( - - )	121	tree	hokɨ	KUB	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hokɨ	FALSE	PET	PWT	h o k ɨ
1322	t o k ɨ ( - - )	121	tree	tokɨ	KUE	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tokɨ	FALSE	PET	PWT	t o k ɨ
1323	s ũ k i ( j̃ i )	121	tree	sũkij̃i	MAI	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sũkij̃i	FALSE	PET	PWT	s ũ k i j̃ i
1324	s õ k ɨ ( - - )	121	tree	sõkɨ	SEK	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sõkɨ	FALSE	PET	PWT	s õ k ɨ
1325	s ũ k i - -	121	tree	sũki	SIO	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sũki	FALSE	PET	PWT	s ũ k i
1326	h ũ k ĩ ( - - )	121	tree	~huki	TAN	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~huki	FALSE	PET	PWT	h ũ k ĩ
1327	j u k ɨ ( - - )	121	tree	jukɨ	TUK	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jukɨ	FALSE	PET	PWT	j u k ɨ
1328	j u k ɨ ( - - )	121	tree	jukɨ	TUY	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jukɨ	FALSE	PET	PWT	j u k ɨ
1329	j u k ɨ ( - - )	121	tree	jukɨ	WAN	árvore	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jukɨ	FALSE	PET	PWT	j u k ɨ
1330	tj ũ kk ɨ ( - - )	121	tree	-	*PT	-	-	-	-	-	*tjũkkɨ	TRUE	-	-	t j ũ k k ɨ
1331	- u s i ( - - )	122	insect sp.	usi	BAS	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	usi	FALSE	PET	PWT	u s i
1332	s ũ s i ( - - )	122	insect sp.	sũsi	KOR	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sũsi	FALSE	PET	PWT	s ũ s i
1333	h u h i ( - - )	122	insect sp.	huhi	KUB	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	huhi	FALSE	PET	PWT	h u h i
1334	t o s i ( - - )	122	insect sp.	to(o)si	KUE	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tosi	FALSE	PET	PWT	t o s i
1335	- s u - s i - -	122	insect sp.	susi	SIO	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	susi	FALSE	PET	PWT	s u s i
1336	- - j ĩ ( - - )	122	insect sp.	jĩ	WAN	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jĩ	FALSE	PET	PWT	j ĩ
1337	ts u ts i ( g a )	122	insect sp.	tsutsiga	YUP	inseto sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tsutsiga	TRUE	PET	PWT	ts u ts i g a
1338	tj u s i ( - - )	122	insect sp.	-	*PT	-	-	-	-	-	*tjusi	FALSE	-	-	t j u s i
1339	t o a	123	fruit sp.	toa	BAS	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
1340	th o a	123	fruit sp.	thoa	KOR	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	thoa	FALSE	PET	PWT	th o a
1341	t o a	123	fruit sp.	toa	KUB	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
1342	t o a	123	fruit sp.	toa	MAI	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
1343	t o a	123	fruit sp.	toa	SEK	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
1344	t o a	123	fruit sp.	toa	SIO	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
1345	t o a	123	fruit sp.	toa	TUK	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	toa	FALSE	PET	PWT	t o a
1346	th o a	123	fruit sp.	thoa	WAN	fruta sp.	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	thoa	FALSE	PET	PWT	th o a
1347	t o a	123	fruit sp.	-	*PT	-	-	-	-	-	*toa	TRUE	-	-	t o a
1348	t u t u ( - - )	124	stump	tutu	BAS	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tutu	FALSE	PET	PWT	t u t u
1349	t u d u ( - - )	124	stump	tudu	DES	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tudu	FALSE	PET	PWT	t u d u
1350	t u t u ( - - )	124	stump	tutu	KAR	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tutu	FALSE	PET	PWT	t u t u
1351	th u - u ( - - )	124	stump	thuu	KOR	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	thuu	FALSE	PET	PWT	th u u
1352	t u t u ( d i )	124	stump	tutudi	KUB	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tutudi	FALSE	PET	PWT	t u t u d i
1353	t u - - ( - - )	124	stump	tu	MAI	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tu	FALSE	PET	PWT	t u
1354	t u - - ( - - )	124	stump	tu-	SEK	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tu	FALSE	PET	PWT	t u
1355	t u - - - -	124	stump	tu	SIO	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tu	FALSE	PET	PWT	t u
1356	t u t u ( - - )	124	stump	tutu	TUK	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	tutu	FALSE	PET	PWT	t u t u
1357	th u t u ( - - )	124	stump	thutu	WAN	toco	stick, club (sio, sek, mai, Kub)	pau, porrete (sio, sek, mai, Kub)	GLOSA 3 PORT	GLOSS 3 ENGL	thutu	FALSE	PET	PWT	th u t u
1358	t u - - ( - - )	124	stump	-	*PT	-	-	-	-	-	*tu-	FALSE	-	-	t u
1359	u h u	125	pacu fish	uhu	BAS	pacu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uhu	FALSE	*uhu	PWT	u h u
1360	u h u	125	pacu fish	uhu	DES	pacu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uhu	FALSE	*uhu	PWT	u h u
1361	h o h u	125	pacu fish	hohu	KUE	pacu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hohu	FALSE	*uhu	PWT	h o h u
1362	u h u	125	pacu fish	uhu	TUK	pacu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uhu	FALSE	*uhu	PWT	u h u
1363	u h u	125	pacu fish	-	*PT	-	-	-	-	-	*uhu	FALSE	-	-	u h u
1364	- õ h ẽ ( - - )	126	breast	~ohe	BAS	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~ohe	FALSE	PET	PWT	õ h ẽ
1365	- ã p ĩ ( - - )	126	breast	~api	DES	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~api	FALSE	PET	PWT	ã p ĩ
1366	- ũ p ẽ ( - - )	126	breast	~upe	KAR	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~upe	FALSE	PET	PWT	ũ p ẽ
1367	- o h e ( - - )	126	breast	ohe	KOR	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ohe	FALSE	PET	PWT	o h e
1368	- o p e ( - - )	126	breast	ope	KUB	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ope	FALSE	PET	PWT	o p e
1369	h u h e ( r i )	126	breast	huheri	KUE	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	huheri	FALSE	PET	PWT	h u h e r i
1370	- o h e ( - - )	126	breast	ohe	MAI	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ohe	FALSE	PET	PWT	o h e
1371	- o h e ( - - )	126	breast	ohe	SEK	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ohe	FALSE	PET	PWT	o h e
1372	- o - h e - -	126	breast	ohe	SIO	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ohe	FALSE	PET	PWT	o h e
1373	- ũ ʔp e ( - - )	126	breast	ũʔpe	TAN	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ũʔpe	FALSE	PET	PWT	ũ ʔp e
1374	- õ p ẽ ( - - )	126	breast	~ope	TUK	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~ope	FALSE	PET	PWT	õ p ẽ
1375	- õ p ẽ ( - ã )	126	breast	~opea	TUY	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~opea	FALSE	PET	PWT	õ p ẽ ã
1376	- - p ẽ ( n õ )	126	breast	~pedo	WAN	peito	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~pedo	FALSE	PET	PWT	p ẽ n õ
1377	- u p e ( - - )	126	breast	-	*PT	-	-	-	-	-	*upe	FALSE	-	-	u p e
1378	- u t i -	127	wasp	uti	BAS	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1379	- u t i -	127	wasp	uti	DES	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1380	- u t i -	127	wasp	uti	KAR	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1381	- u th i -	127	wasp	uthi	KOR	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uthi	FALSE	PET	PWT	u th i
1382	- u t∫ i -	127	wasp	ut∫i	KUB	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ut∫i	FALSE	PET	PWT	u t∫ i
1383	h u t i -	127	wasp	huti	KUE	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	huti	FALSE	PET	PWT	h u t i
1384	- u t i -	127	wasp	uti	MAI	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1385	- u t i -	127	wasp	uti	SEK	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1386	- u t i -	127	wasp	uti	SIO	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1387	- u t i -	127	wasp	uti	TAN	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1388	- u t i -	127	wasp	uti	TUK	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	uti	FALSE	PET	PWT	u t i
1389	- u t i a	127	wasp	utia	TUY	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	utia	FALSE	PET	PWT	u t i a
1390	- - t i -	127	wasp	ti	WAN	caba	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ti	FALSE	PET	PWT	t i
1391	- u tt i -	127	wasp	-	*PT	-	-	-	-	-	*utti	TRUE	-	-	u t t i
1392	w a j a	128	fish with a net	waja	BAS	pescar com rede	strain	GLOSA 2 PORT	GLOSA 3 PORT	remove	waja	FALSE	PET	PWT	w a j a
1393	w a j a	128	fish with a net	waja	DES	pescar com rede	strain	GLOSA 2 PORT	GLOSA 3 PORT	remove	waja	FALSE	PET	PWT	w a j a
1394	w a j - o	128	fish with a net	wajo	KOR	pescar com rede	strain	GLOSA 2 PORT	GLOSA 3 PORT	remove	wajo	FALSE	PET	PWT	w a j o
1395	b e j o	128	fish with a net	bejo	MAI	pescar com rede	strain	GLOSA 2 PORT	GLOSA 3 PORT	remove	bejo	FALSE	PET	PWT	b e j o
1396	w a ʔs a	128	fish with a net	waʔsa	TUK	pescar com rede	strain	GLOSA 2 PORT	GLOSA 3 PORT	remove	waʔsa	FALSE	PET	PWT	w a ʔs a
1397	w a ʔs a	128	fish with a net	waʔsa	WAN	pescar com rede	strain	GLOSA 2 PORT	GLOSA 3 PORT	remove	waʔsa	FALSE	PET	PWT	w a ʔs a
1398	w a j a	128	fish with a net	-	*PT	-	-	-	-	-	*waja	FALSE	-	-	w a j a
1399	w a j u ( - - )	129	cheek	waju	BAS	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	waju	FALSE	PET	PWT	w a j u
1400	w a ʔj u ( - - )	129	cheek	waʔju	DES	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	waʔju	FALSE	PET	PWT	w a ʔj u
1401	w a s o ( - - )	129	cheek	waso	KAR	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	waso	FALSE	PET	PWT	w a s o
1402	w a j o ( - - )	129	cheek	wajo	KOR	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	wajo	FALSE	PET	PWT	w a j o
1403	w ɨ - o ( - - )	129	cheek	wɨo	KUB	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	wɨo	FALSE	PET	PWT	w ɨ o
1404	b a j o ( - - )	129	cheek	bajo	MAI	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	bajo	FALSE	PET	PWT	b a j o
1405	w a j o ( - - )	129	cheek	wajo	SEK	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	wajo	FALSE	PET	PWT	w a j o
1406	w a j - o - -	129	cheek	wajo	SIO	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	wajo	FALSE	PET	PWT	w a j o
1407	w a ʔs u ( - - )	129	cheek	waʔsu	TUK	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	waʔsu	FALSE	PET	PWT	w a ʔs u
1408	w a s o ( p u )	129	cheek	wasopu	TUY	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	wasopu	FALSE	PET	PWT	w a s o p u
1409	w a ʔs u ( - - )	129	cheek	waʔsu	WAN	bochecha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	waʔsu	FALSE	PET	PWT	w a ʔs u
1410	w a j o ( - - )	129	cheek	-	*PT	-	-	-	-	-	*wajo	FALSE	-	-	w a j o
1411	w̃ ã m ẽ	130	name	~wabe	BAS	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~wabe	FALSE	PET	PWT	w̃ ã m ẽ
1412	w̃ ã - ĩ	130	name	~wai	DES	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~wai	FALSE	PET	PWT	w̃ ã ĩ
1413	w̃ ã m ẽ	130	name	~wabe	KAR	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~wabe	FALSE	PET	PWT	w̃ ã m ẽ
1414	m a m i	130	name	mami	KOR	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mami	FALSE	PET	PWT	m a m i
1415	- ã m ĩ	130	name	~abi	KUB	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~abi	FALSE	PET	PWT	ã m ĩ
1416	m a m i	130	name	mami	MAI	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mami	FALSE	PET	PWT	m a m i
1417	m a m i	130	name	mami	SEK	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mami	FALSE	PET	PWT	m a m i
1418	m a m i	130	name	mami	SIO	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	mami	FALSE	PET	PWT	m a m i
1419	w̃ ã m ẽ	130	name	~wabe	TAN	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~wabe	FALSE	PET	PWT	w̃ ã m ẽ
1420	w̃ ã m ẽ	130	name	~wabe	TUK	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~wabe	FALSE	PET	PWT	w̃ ã m ẽ
1421	w̃ ã m ẽ	130	name	~wabe	TUY	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~wabe	FALSE	PET	PWT	w̃ ã m ẽ
1422	w̃ ã m ã	130	name	~waba	WAN	nome	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~waba	FALSE	PET	PWT	w̃ ã m ã
1423	w ã m i	130	name	-	*PT	-	-	-	-	-	*wãmi	FALSE	-	-	w ã m i
1424	w ã t i	131	mythical being	wãti	BAS	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wãti	FALSE	PET	PWT	w ã t i
1425	w ã t i	131	mythical being	wãti	DES	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wãti	FALSE	PET	PWT	w ã t i
1426	w ã t i	131	mythical being	wãti	KAR	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wãti	FALSE	PET	PWT	w ã t i
1427	v a th i	131	mythical being	vathi	KOR	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	vathi	FALSE	PET	PWT	v a th i
1428	- ã t∫ ĩ	131	mythical being	~at∫i	KUB	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~at∫i	FALSE	PET	PWT	ã t∫ ĩ
1429	- ã - i	131	mythical being	ãi	MAI	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	ãi	FALSE	PET	PWT	ã i
1430	w a t i	131	mythical being	wati	SEK	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wati	FALSE	PET	PWT	w a t i
1431	w a t i	131	mythical being	wati	SIO	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wati	FALSE	PET	PWT	w a t i
1432	w ã t i	131	mythical being	wãti	TAN	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wãti	FALSE	PET	PWT	w ã t i
1433	w ã t i	131	mythical being	wãti	TUK	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wãti	FALSE	PET	PWT	w ã t i
1434	w ã t i	131	mythical being	wãti	WAN	ser mítico do mato	ancestral (kub)	ancestral (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	wãti	FALSE	PET	PWT	w ã t i
1435	w ã tt i	131	mythical being	-	*PT	-	-	-	-	-	*wãtti	TRUE	-	-	w ã t t i
1436	w a - i	132	fish	wai	BAS	peixe	GLOSA 2 ENGL	fish sp. (kub?)	GLOSA 3 PORT	GLOSS 3 ENGL	wai	FALSE	PET	PWT	w a i
1437	w a ʔ i	132	fish	waʔi	DES	peixe	GLOSA 2 ENGL	fish sp. (kub?)	GLOSA 3 PORT	GLOSS 3 ENGL	waʔi	FALSE	PET	PWT	w a ʔ i
1438	β a ʔ i	132	fish	βaʔi	KOR	peixe	GLOSA 2 ENGL	fish sp. (kub?)	GLOSA 3 PORT	GLOSS 3 ENGL	βaʔi	FALSE	PET	PWT	β a ʔ i
1439	w á w i	132	fish	wáwi	KUB	peixe	GLOSA 2 ENGL	fish sp. (kub?)	GLOSA 3 PORT	GLOSS 3 ENGL	wáwi	FALSE	PET	PWT	w á w i
